tick,population,births,deaths,moves,attacks,mean_internal_energy
7905,249,0,1,0,1,96.33152610441766
7906,248,0,1,0,1,96.35020161290322
7907,249,1,0,0,0,96.07389558232933
7908,250,1,0,0,0,95.852
7909,250,0,0,0,0,95.9158
7910,250,0,0,0,0,96.03580000000001
7911,251,1,0,1,0,95.74243027888446
7912,251,0,0,0,0,95.75517928286853
7913,251,0,0,1,0,95.90159362549801
7914,251,1,1,1,1,95.65677290836653
7915,250,0,1,0,1,95.72439999999999
7916,251,1,0,0,0,95.53346613545817
7917,250,0,1,0,1,95.8564
7918,251,1,0,1,0,95.64741035856574
7919,251,0,0,0,0,95.79661354581674
7920,251,0,0,0,0,95.93505976095618
7921,250,0,1,1,1,96.0866
7922,250,0,0,0,0,96.1702
7923,250,0,0,0,0,96.29960000000001
7924,250,0,0,0,0,96.412
7925,250,0,0,1,0,96.4174
7926,251,1,0,0,0,96.08665338645419
7927,251,0,0,0,0,96.1804780876494
7928,251,0,0,1,0,96.20498007968128
7929,251,0,0,0,0,96.37211155378486
7930,251,0,0,0,0,96.39043824701196
7931,250,0,1,1,1,96.7652
7932,251,1,0,0,0,96.55438247011953
7933,251,0,0,1,0,96.52549800796814
7934,251,1,1,0,1,96.40298804780878
7935,251,0,0,1,0,96.49601593625498
7936,251,0,0,2,0,96.53147410358567
7937,251,1,1,1,1,96.25657370517929
7938,252,1,0,0,0,96.07519841269841
7939,252,0,0,0,0,96.14345238095238
7940,251,0,1,1,1,96.62031872509961
7941,251,0,0,0,0,96.64960159362549
7942,251,0,0,0,0,96.79860557768924
7943,251,0,0,0,0,96.87270916334661
7944,252,1,0,0,0,96.63670634920635
7945,252,0,0,1,0,96.68333333333334
7946,255,3,0,0,0,95.7327450980392
7947,255,0,0,1,0,95.8178431372549
7948,256,1,0,0,0,95.5845703125
7949,257,1,0,0,0,95.27120622568094
7950,256,0,1,0,1,95.6773046875
7951,254,0,2,0,2,96.35291338582677
7952,253,0,1,0,1,96.68790513833993
7953,251,0,2,1,2,96.73701195219122
7954,252,1,0,0,0,96.5122619047619
7955,252,0,0,0,0,96.65293650793652
7956,251,0,1,0,1,96.98645418326693
7957,252,2,1,0,1,96.38551587301588
7958,253,1,0,0,0,96.15256916996047
7959,253,0,0,1,0,96.27411067193675
7960,252,0,1,0,1,96.3156746031746
7961,251,1,2,0,2,96.29362549800797
7962,251,0,0,1,0,96.35896414342629
7963,252,1,0,0,0,96.04781746031746
7964,252,0,0,0,0,96.1140873015873
7965,252,0,0,0,0,96.33154761904761
7966,251,0,1,0,1,96.64382470119521
7967,251,0,0,2,0,96.68386454183266
7968,253,2,0,0,0,96.03359683794466
7969,253,1,1,0,1,96.10217391304347
7970,251,0,2,0,2,96.49509960159362
7971,250,0,1,1,1,96.86728
7972,250,1,1,0,1,96.57488000000001
7973,250,0,0,0,0,96.65267999999999
7974,249,0,1,0,1,97.13582329317269
