tick,population,births,deaths,moves,absorptions,mean_internal_energy
2445,46,0,0,0,8,1303.6517354989935
2446,44,0,2,0,8,1363.9903938150617
2447,44,0,0,0,6,1365.2676665423342
2448,44,0,0,0,6,1366.4540301786978
2449,44,0,0,0,6,1368.0040301786978
2450,44,0,0,1,6,1368.8153938150613
2451,44,0,0,0,6,1370.001757451425
2452,43,0,1,0,6,1402.8459803371532
2453,43,0,0,0,5,1403.9773756859904
2454,43,0,0,0,5,1404.9227245231996
2455,43,0,0,1,5,1405.8564454534321
2456,43,0,0,1,5,1406.6971431278505
2457,43,0,0,0,5,1408.0145849883156
2458,43,0,0,0,5,1408.8669105697109
2459,43,0,0,0,4,1409.5331896394782
2460,43,0,0,0,5,1410.89714312785
2461,44,1,0,0,5,1379.9352882066887
2462,44,0,0,1,6,1381.0193791157797
2463,44,0,0,0,5,1382.3875609339614
2464,44,0,0,0,5,1383.5284700248703
2465,44,0,0,0,6,1384.805742752143
2466,44,1,1,0,7,1385.5859167749277
2467,44,0,0,0,6,1386.9540985931094
2468,44,0,0,0,6,1388.0495531385639
2469,44,0,0,1,6,1388.7700076840183
2470,47,3,0,0,9,1300.640007193549
2471,49,2,0,0,11,1248.4271497570776
2472,49,0,0,1,10,1249.5995987366693
2473,49,0,0,0,10,1250.9455171040163
2474,48,0,1,0,10,1278.3862622395761
2475,48,0,0,0,9,1279.6106886937894
2476,48,0,0,0,8,1280.9940220271226
2477,48,1,1,0,9,1281.9202226663933
2478,49,1,0,0,10,1256.6647079180996
2479,50,1,0,0,10,1232.4904137597375
2480,49,0,1,0,11,1258.4096645193983
2481,48,0,1,0,10,1285.1725495045773
2482,48,0,0,0,9,1286.6392161712438
2483,48,0,0,2,10,1288.335049504577
2484,48,0,0,0,10,1289.385049504577
2485,48,0,0,0,9,1291.0183828379102
2486,48,0,0,0,9,1292.1517161712434
2487,48,0,0,0,10,1293.2017161712436
2488,48,0,0,0,10,1294.5850495045768
2489,48,0,0,0,10,1295.8017161712432
2490,48,0,0,0,10,1296.9350495045765
2491,47,0,1,0,10,1325.9453050039629
2492,48,1,0,0,9,1299.0891528163804
2493,48,1,1,0,10,1299.5190931737195
2494,46,0,2,0,9,1356.8632457485523
2495,46,0,0,0,7,1357.9784631398566
2496,47,1,0,0,8,1329.8789213709233
2497,47,0,0,0,8,1330.1948788177317
2498,46,0,1,0,8,1360.132980603312
2499,46,0,0,0,7,1360.8134153859207
2500,46,0,0,0,7,1362.3634153859205
2501,46,1,1,0,8,1363.0070968984653
2502,46,0,0,0,7,1363.774488202813
2503,45,0,1,0,7,1394.6007324156456
2504,47,2,0,0,8,1335.591126780937
2505,47,0,0,0,8,1336.4177225256178
2506,46,0,1,0,8,1365.7942771507965
2507,45,0,1,0,7,1397.0228085798628
2508,45,0,0,0,6,1398.2616974687517
2509,46,1,0,0,8,1368.3375301324743
2510,46,0,0,1,8,1369.7027475237787
2511,46,0,0,0,8,1370.6440518716047
2512,46,0,0,0,8,1371.4114431759524
2513,44,0,2,0,8,1435.009130880733
2514,44,0,0,0,5,1436.1954945170964
2515,44,0,0,0,5,1437.7454945170964
2516,44,0,0,0,5,1438.6591308807326
2517,44,1,1,1,6,1439.4303279945789
2518,44,0,0,0,5,1440.253055267306
2519,45,1,0,0,6,1409.2740984835882
2520,45,0,0,0,6,1410.5129873724768
2521,45,0,0,0,6,1411.7518762613656
2522,45,0,0,0,6,1412.8129873724768
2523,45,0,0,0,6,1413.8740984835877
2524,45,0,0,0,6,1415.1129873724765
2525,45,0,0,0,6,1416.2629873724763
2526,45,0,0,1,6,1417.4907651502542
2527,46,1,0,0,8,1387.4964006904659
2528,46,0,0,0,8,1389.220313733944
2529,47,1,0,0,9,1360.5837113140728
2530,47,0,0,0,9,1361.2400942927961
2531,47,0,0,0,9,1362.7475411013068
2532,47,0,0,1,8,1364.4996687608811
2533,47,0,0,0,8,1365.4964772715193
2534,48,1,0,0,9,1337.6947744669833
2535,47,0,1,0,9,1366.719051998415
2536,47,0,0,0,7,1368.056286040968
2537,47,0,0,0,7,1369.393520083521
2538,47,0,0,0,7,1370.730754126074
2539,46,0,1,0,7,1401.4536769030926
2540,48,2,0,0,8,1343.6285236987972
2541,47,0,1,0,8,1373.1217322620084
2542,46,0,1,0,7,1403.9936472696195
2543,45,0,1,0,6,1436.867208671964
2544,45,0,0,0,5,1438.550542005297
2545,44,0,1,0,5,1472.6047932442486
2546,44,0,0,0,4,1473.9729750624304
2547,44,0,0,0,4,1474.7047932442483
2548,44,0,0,0,4,1476.07297506243
2549,43,0,1,0,4,1511.1318188155362
2550,43,0,0,0,3,1512.914376955071
2551,43,0,0,0,3,1513.9527490480941
2552,43,0,0,0,3,1515.363214164373
2553,44,1,0,0,4,1482.1651865697281
2554,44,0,0,0,4,1482.7151865697278
2555,43,0,1,0,4,1519.0693510754138
2556,44,1,0,0,4,1485.696184005518
2557,44,0,0,0,4,1486.8825476418815
2558,43,0,1,0,4,1522.117387513887
2559,43,0,0,0,3,1523.527852630166
2560,43,0,0,0,3,1524.7522712348173
2561,45,2,0,0,5,1457.5332814021585
2562,45,0,0,0,5,1458.5943925132694
2563,45,0,0,0,5,1459.5666147354916
2564,45,0,0,0,5,1461.249948068825
2565,45,0,0,0,6,1462.3110591799357
2566,45,0,0,0,6,1463.8166147354912
2567,44,0,1,0,6,1497.899689260594
2568,44,0,0,0,4,1498.9042347151394
2569,44,0,0,0,4,1499.9996892605939
2570,44,0,0,2,3,1501.072416533321
2571,44,0,0,0,3,1501.8042347151393
2572,44,0,0,0,3,1502.9905983515027
2573,44,0,0,0,3,1504.4496892605932
2574,44,0,0,0,3,1504.8178710787752
2575,44,0,0,1,3,1506.3565074424114
2576,44,0,0,0,3,1507.2701438060476
2577,44,0,0,2,2,1508.433780169684
2578,44,0,0,0,2,1509.4383256242293
2579,44,0,0,0,2,1510.715598351502
2580,43,0,1,0,2,1547.3434402463517
2581,43,0,0,0,1,1548.102742571933
2582,43,0,0,1,1,1549.4550681533283
2583,43,0,0,0,1,1550.2143704789094
2584,43,0,0,0,1,1551.6248355951884
2585,42,0,1,1,1,1589.6247464891978
2586,42,0,0,0,0,1590.6509369653882
2587,44,2,0,0,2,1519.2827125578704
2588,45,1,0,0,3,1486.224009389113
2589,45,0,0,0,3,1487.4628982780018
2590,45,0,0,0,3,1488.257342722446
2591,46,1,0,0,4,1456.3767483154363
2592,46,0,0,0,4,1457.2310961415235
2593,46,1,1,1,5,1457.598551044784
2594,46,0,0,0,4,1458.626811914349
2595,46,0,0,0,5,1459.8289858273927
2596,46,0,0,1,5,1460.9333336534794
2597,46,0,0,0,4,1462.309420610001
2598,46,0,0,0,4,1463.2942032186966
2599,45,0,1,0,5,1497.2217593939918
2600,45,1,1,0,5,1497.561533247539
2601,45,0,0,0,3,1498.1781999142058
2602,45,0,0,0,3,1498.9726443586503
2603,46,1,0,0,4,1467.3808477421576
2604,46,0,0,0,4,1468.4497363834057
2605,46,0,0,0,4,1469.3910407312317
2606,46,0,0,0,4,1470.0714755138404
2607,46,0,0,0,4,1471.62147551384
2608,46,0,0,0,4,1472.6497363834053
2609,46,0,0,0,4,1473.7649537747095
2610,47,1,0,0,5,1443.7125079497157
2611,47,0,0,0,5,1444.7093164603539
2612,47,0,0,0,5,1445.7061249709918
2613,47,0,0,0,5,1446.6178270986516
2614,46,0,1,0,5,1479.6091617924033
2615,46,0,0,0,4,1480.9852487489247
2616,46,0,0,0,4,1482.0135096184902
2617,47,1,0,0,5,1451.5302434563944
2618,46,0,1,0,5,1484.1939144524772
2619,46,0,0,1,4,1484.9504361916077
2620,46,0,0,0,4,1486.3265231481291
2621,46,0,0,0,4,1487.4417405394336
2622,47,1,0,0,5,1457.3536184002965
2623,48,1,0,0,6,1428.09312635029
2624,48,0,0,0,6,1429.39312635029
2625,48,0,0,0,6,1430.109793016957
2626,48,0,0,0,6,1431.2431263502901
2627,47,0,1,1,6,1462.7815107206861
2628,46,0,1,1,5,1495.7648680309183
2629,45,0,1,0,4,1530.4141196760972
2630,46,1,0,0,4,1498.3996822918343
2631,46,0,0,0,4,1499.862725770095
2632,46,0,0,1,3,1500.6192475092255
2633,46,0,0,0,3,1501.6040301179207
2634,46,0,0,1,2,1502.795334465747
2635,46,0,0,0,2,1504.3453344657466
2636,46,0,0,0,2,1505.460551857051
2637,46,0,0,0,2,1507.0540301179205
2638,46,0,0,1,2,1508.3322909874855
2639,46,0,0,0,2,1509.4475083787897
2640,46,0,0,2,3,1510.367073596181
2641,46,0,0,0,3,1511.3953344657461
2642,46,0,0,0,3,1512.8583779440069
2643,45,0,1,0,3,1547.754028628182
2644,45,0,0,0,2,1548.9040286281815
2645,45,0,0,0,2,1550.2762508504038
2646,45,0,0,0,2,1551.6040286281816
2647,46,1,0,0,3,1518.7811149623512
2648,46,0,0,0,3,1520.070245397134
2649,46,0,0,0,3,1521.0115497449597
2650,46,0,0,0,3,1522.3006801797424
2651,46,0,0,0,3,1524.1008144040811
2652,46,0,0,0,3,1525.6508144040813
2653,47,1,0,1,4,1494.2284566508026
2654,47,0,0,0,4,1495.3103715444195
2655,47,0,0,0,4,1496.3071800550579
2656,47,0,0,0,4,1497.0486694167598
2657,46,0,1,0,4,1531.1366754494059
2658,46,0,0,0,3,1532.7736319711446
2659,47,1,0,0,4,1500.955044056865
2660,47,0,0,1,4,1501.8986610781415
2661,47,0,0,0,4,1503.3210015036732
2662,46,0,1,0,4,1537.2813269654378
2663,47,1,0,0,4,1505.366830647024
2664,47,0,0,0,4,1507.0820283607404
2665,47,0,0,0,4,1508.2490496373364
2666,47,0,0,0,4,1509.9286142986325
2667,47,0,0,0,4,1510.6701036603345
2668,47,0,0,0,4,1512.0924440858662
2669,48,1,0,0,5,1481.3582265007442
2670,49,1,0,1,6,1452.3488749395044
2671,50,1,0,0,7,1424.980897440714
2672,50,0,0,0,7,1425.8908974407138
2673,50,0,0,0,7,1427.280897440714
2674,49,0,1,0,7,1458.072711993371
2675,49,0,0,0,6,1459.8676099525549
2676,48,0,1,0,6,1491.9908007984795
2677,48,0,0,0,5,1492.8741341318128
2678,47,0,1,0,5,1525.9696172101824
2679,47,0,0,0,4,1527.2619313463904
2680,46,0,1,0,4,1561.3098061247786
2681,47,1,0,0,4,1529.3947038668043
2682,47,0,0,0,4,1530.3064059944636
2683,49,2,0,0,6,1468.6377771783632
2684,50,1,0,0,7,1439.8240216347956
2685,50,0,0,0,7,1440.7340216347957
2686,50,0,0,0,7,1441.9640216347957
2687,50,0,0,0,7,1442.6340216347955
2688,50,0,0,0,7,1443.5440216347954
2689,50,0,0,1,7,1444.7640216347954
2690,50,1,1,0,8,1445.636034480552
2691,50,1,1,0,8,1446.5883412309422
2692,51,1,0,0,8,1419.5473933636686
2693,51,0,0,0,8,1420.509158069551
2694,51,0,0,0,8,1421.549354147982
2695,51,0,0,0,8,1422.9032757166096
2696,50,0,1,0,8,1452.7471998865801
2697,50,0,0,0,7,1453.9771998865801
2698,50,0,0,0,7,1455.6071998865798
2699,51,1,0,0,8,1427.7619606731175
2700,52,1,0,0,9,1401.1328845063267
2701,51,0,1,0,9,1429.561317197796
2702,52,1,0,0,9,1402.743791867069
2703,51,0,1,0,9,1430.8918051243456
2704,51,0,0,0,8,1432.5986678694437
2705,50,0,1,0,8,1462.4659539754532
2706,50,0,0,0,7,1463.375953975453
