tick,population,births,deaths,moves,absorptions,mean_internal_energy
2477,77,0,1,0,10,89.47525857063748
2478,76,0,1,0,9,90.64159972236284
2479,78,2,0,0,12,88.43080259973992
2480,78,0,0,0,12,88.26760439731645
2481,78,1,1,0,13,88.3108115638002
2482,78,0,0,0,12,88.36181641510493
2483,77,0,1,0,12,89.42080476921866
2484,76,0,1,0,10,90.61865109360463
2485,76,0,0,1,8,90.66204631085019
2486,75,0,1,1,7,91.84420546746084
2487,77,2,0,0,9,89.62882118792983
2488,77,0,0,1,9,89.47400738642497
2489,77,1,1,0,10,89.47295247535332
2490,78,1,0,0,11,88.45910076012125
2491,77,0,1,0,11,89.79984804257879
2492,77,0,0,0,9,89.79032957683876
2493,77,0,0,1,9,89.69105592025133
2494,77,0,0,0,9,89.63857157377679
2495,78,1,0,0,10,88.55303114389274
2496,78,0,0,0,10,88.51447266774025
2497,78,0,0,0,10,88.44158643363563
2498,77,0,1,0,10,89.36139077282486
2499,76,0,1,0,9,90.740895227024
2500,76,0,0,0,7,90.86380719564842
2501,76,0,0,0,7,90.85348321027637
2502,76,0,0,0,7,90.8105940178812
2503,76,0,0,0,7,90.90384699270362
2504,73,0,3,1,7,94.61008615736364
2505,73,0,0,0,4,94.5201374479692
2506,73,0,0,0,4,94.48043244229507
2507,73,0,0,2,4,94.57630481597693
2508,73,0,0,0,4,94.54767060417349
2509,73,0,0,0,4,94.44009698867153
2510,73,0,0,0,4,94.48343373754288
2511,73,0,0,1,4,94.44703920511834
2512,73,0,0,1,4,94.28276572864729
2513,73,0,0,0,4,94.29206447998799
2514,74,1,0,0,6,93.24694529618979
2515,74,0,0,0,6,93.59966066942013
2516,74,0,0,0,6,93.63169995496328
2517,74,0,0,0,6,93.70507622919372
2518,74,0,0,0,6,93.55484016910067
2519,73,0,1,1,6,94.65739783239816
2520,73,0,0,0,4,94.6556971112596
2521,74,1,0,0,5,93.72086542210391
2522,75,1,0,0,7,92.43823926417774
2523,75,0,0,2,7,92.25336236505602
2524,74,0,1,1,7,93.46879387192254
2525,74,0,0,0,5,93.33439201470087
2526,73,0,1,0,5,94.69679384082743
2527,73,0,0,1,3,94.65214769845966
2528,73,0,0,0,3,94.68057550953364
2529,72,0,1,0,3,96.00166559812003
2530,72,0,0,0,1,96.08502514765841
2531,72,0,0,0,1,96.16438247582249
2532,72,0,0,0,1,96.2168770499818
2533,72,0,0,0,1,96.34220094173942
2534,73,1,0,0,2,95.01730789563807
2535,73,0,0,0,2,95.02494496417832
2536,74,1,0,2,3,93.7905572511814
2537,75,1,0,0,4,92.76663219372145
2538,75,0,0,1,4,92.94912985451052
2539,75,0,0,0,4,92.91481155039618
2540,76,1,0,0,6,91.80891545762782
2541,76,0,0,0,6,91.74880865312514
2542,76,0,0,0,6,91.74695617452853
2543,77,1,0,0,7,90.67735340782897
2544,78,1,0,0,8,89.6609489379959
2545,78,0,0,0,8,89.69275547156843
2546,78,0,0,1,7,89.65603843160959
2547,79,1,0,0,8,88.61613380341966
2548,79,0,0,0,8,88.54616377420868
2549,79,0,0,0,8,88.45691542162405
2550,78,0,1,2,7,89.6584099602335
2551,78,0,0,1,5,89.77493684961621
2552,78,0,0,0,5,89.70809319292431
2553,79,1,0,1,6,88.72443578919184
2554,79,0,0,1,6,88.95444063637858
2555,78,0,1,0,6,89.99029425790673
2556,77,0,1,0,5,91.13132406018529
2557,77,0,0,0,4,91.10223815957463
2558,77,0,0,0,4,90.99692083944868
2559,77,0,0,2,5,91.19484265770082
2560,78,1,0,1,6,90.1947581105098
2561,78,0,0,2,6,90.1693980769153
2562,79,1,0,0,7,89.04111944631356
2563,80,1,0,0,8,87.95144972807772
2564,81,1,0,1,10,87.10615152461804
2565,81,0,0,0,10,87.15502635705619
2566,81,0,0,0,10,87.14953962791701
2567,81,0,0,0,10,87.24198605535048
2568,81,0,0,0,10,87.35899072875837
2569,81,0,0,1,8,87.21439361749738
2570,81,0,0,0,8,87.31072417709562
2571,81,0,0,2,8,87.32279907802898
2572,82,1,0,0,11,86.33705945291496
2573,81,0,1,0,11,87.4258425969398
2574,81,0,0,0,8,87.251595657344
2575,80,0,1,0,8,88.36881056497182
2576,80,0,0,0,8,88.49436591097907
2577,81,1,0,0,9,87.66820893802685
2578,81,0,0,0,9,87.77997722709672
2579,81,0,0,0,9,87.75770656514439
2580,81,0,0,0,9,87.74756796249282
2581,82,2,1,1,13,86.8669456285061
2582,81,0,1,0,11,87.73320580569555
2583,80,0,1,0,10,88.8492337750751
2584,79,0,1,1,9,89.91508534800376
2585,79,0,0,0,8,89.97816075853639
2586,79,0,0,0,8,89.93076363451189
2587,79,0,0,0,8,90.14490257315961
2588,79,0,0,0,8,90.03229558486568
2589,79,0,0,2,8,90.28963671318498
2590,78,0,1,0,8,91.32072168028662
2591,77,0,1,1,6,92.44451461684443
2592,77,0,0,0,4,92.53434905618505
2593,77,0,0,0,4,92.55835822862193
2594,76,0,1,0,4,93.76549958272625
2595,76,0,0,0,3,93.88829610216352
